person_gender,person_education,person_emp_exp,person_home_ownership,loan_intent,loan_int_rate,loan_percent_income,credit_score,previous_loan_defaults_on_file,person_age,person_income,loan_amnt,cb_person_cred_hist_length,loan_status
female,Bachelor,0,RENT,EDUCATION,11.71,0.31,667,No,23,49151,15000,3,1
female,Associate,0,RENT,MEDICAL,11.11,0.23,647,Yes,25,43906,10000,3,0
female,High School,2,RENT,VENTURE,7.9,0.15,632,No,26,65832,10000,3,0
female,Associate,0,RENT,DEBTCONSOLIDATION,8.49,0.06,568,No,23,52687,3000,3,0
female,Master,6,OWN,MEDICAL,16.29,0.16,681,No,24,43065,7000,4,0
female,High School,2,RENT,EDUCATION,7.9,0.25,571,Yes,23,138971,35000,4,0
male,Bachelor,2,RENT,VENTURE,12.53,0.3,630,No,23,66513,20000,3,1
male,Bachelor,0,RENT,EDUCATION,13.16,0.41,686,No,23,30165,12250,3,1
female,High School,4,MORTGAGE,MEDICAL,11.83,0.04,668,Yes,25,116471,5000,4,0
male,Associate,4,MORTGAGE,PERSONAL,6.62,0.09,713,Yes,26,101838,9000,3,0
female,Bachelor,0,RENT,EDUCATION,11.14,0.29,673,No,23,66428,19000,4,1
male,High School,2,RENT,EDUCATION,11.01,0.22,558,Yes,23,25525,5500,2,0
female,Bachelor,3,RENT,PERSONAL,13.23,0.03,678,No,24,166610,5000,4,1
male,Associate,0,RENT,PERSONAL,10.99,0.25,543,No,23,47997,12000,2,1
male,Master,0,MORTGAGE,VENTURE,6.99,0.3,666,Yes,25,83862,25000,4,0
female,Bachelor,3,MORTGAGE,HOMEIMPROVEMENT,5.99,0.33,655,No,25,36763,12000,4,1
male,High School,0,MORTGAGE,VENTURE,10.75,0.16,657,Yes,22,85073,13750,3,0
female,High School,0,RENT,MEDICAL,14.42,0.22,540,No,22,36619,8000,3,1
male,High School,3,MORTGAGE,PERSONAL,10.59,0.12,608,No,26,109186,13000,3,0
male,Bachelor,0,MORTGAGE,HOMEIMPROVEMENT,8.94,0.15,606,Yes,25,66959,10000,4,0
female,Master,0,MORTGAGE,DEBTCONSOLIDATION,7.9,0.21,650,No,23,72978,15000,3,0
male,High School,1,RENT,DEBTCONSOLIDATION,11.26,0.06,585,No,24,67218,4000,3,0
male,Associate,4,RENT,EDUCATION,11.36,0.08,577,No,23,59480,4800,4,0
male,High School,2,MORTGAGE,MEDICAL,10.59,0.18,611,No,26,87422,16000,4,0
male,Associate,0,MORTGAGE,EDUCATION,10.74,0.28,521,Yes,24,87990,25000,3,0
male,Master,4,MORTGAGE,HOMEIMPROVEMENT,11.01,0.14,691,No,26,25164,3600,4,0
female,Bachelor,0,RENT,EDUCATION,7.49,0.07,666,Yes,23,84878,6000,3,0
female,Associate,2,MORTGAGE,EDUCATION,8.49,0.13,625,Yes,23,71759,9000,4,0
female,High School,0,RENT,PERSONAL,8.49,0.14,621,Yes,24,75928,10625,2,0
male,High School,4,OWN,HOMEIMPROVEMENT,5.42,0.2,675,No,25,30027,6000,4,0
male,Associate,0,MORTGAGE,VENTURE,9.33,0.02,604,No,23,217060,5000,2,0
female,Master,6,RENT,MEDICAL,11.01,0.25,529,Yes,26,48897,12000,3,0
female,High School,3,RENT,MEDICAL,11.86,0.13,629,Yes,25,37194,5000,4,0
male,Bachelor,0,RENT,HOMEIMPROVEMENT,15.2,0.21,706,No,23,47666,10000,4,1
male,High School,3,RENT,PERSONAL,11.11,0.06,545,Yes,23,205188,12000,2,0
male,Bachelor,0,RENT,MEDICAL,12.42,0.19,666,No,22,51417,10000,4,0
male,Bachelor,4,OWN,DEBTCONSOLIDATION,15.57,0.08,632,No,24,102857,8000,4,0
male,Associate,3,MORTGAGE,PERSONAL,6.03,0.06,694,No,26,157040,10000,3,0
male,High School,0,RENT,MEDICAL,7.29,0.09,565,No,23,94526,8100,2,0
male,Master,0,RENT,MEDICAL,10.36,0.1,642,No,25,73028,7000,3,0
female,Associate,0,MORTGAGE,VENTURE,14.26,0.31,557,Yes,22,40338,12500,4,0
male,Bachelor,4,RENT,MEDICAL,9.96,0.11,657,No,24,35713,4000,3,1
male,High School,0,RENT,PERSONAL,9.25,0.24,666,No,24,92974,22000,4,0
male,Bachelor,0,OWN,EDUCATION,11.01,0.12,679,Yes,22,66454,8000,2,0
male,Bachelor,0,MORTGAGE,EDUCATION,11.01,0.14,644,No,24,66810,9600,3,0
male,Master,4,OWN,PERSONAL,7.29,0.11,575,Yes,24,79122,9000,3,0
female,Bachelor,0,OWN,EDUCATION,7.74,0.11,606,Yes,22,52842,6000,4,0
male,Master,0,RENT,DEBTCONSOLIDATION,12.73,0.26,653,No,22,38536,10000,2,1
female,High School,4,MORTGAGE,EDUCATION,7.4,0.01,613,Yes,25,129430,1000,4,0
female,High School,0,RENT,EDUCATION,12.99,0.13,686,Yes,22,42831,5700,2,0
male,Bachelor,0,OWN,EDUCATION,10.08,0.09,693,No,23,58662,5000,3,0
female,High School,2,RENT,DEBTCONSOLIDATION,13.99,0.05,583,No,25,64871,3000,4,0
female,High School,4,MORTGAGE,VENTURE,14.83,0.19,588,Yes,24,63695,12000,3,0
female,High School,0,MORTGAGE,DEBTCONSOLIDATION,15.68,0.21,707,No,21,15285,3250,2,1
female,Associate,0,OWN,PERSONAL,7.75,0.07,614,No,22,44222,3250,2,0
male,Master,2,MORTGAGE,DEBTCONSOLIDATION,6.03,0.1,675,No,24,119819,12000,4,0
female,Associate,5,RENT,MEDICAL,10.28,0.14,607,Yes,25,24985,3500,3,0
male,Associate,6,RENT,PERSONAL,11.01,0.13,652,Yes,25,40776,5500,2,0
female,Master,0,MORTGAGE,MEDICAL,6.54,0.06,592,Yes,22,87603,5000,2,0
female,Bachelor,0,RENT,VENTURE,18.64,0.04,674,No,22,55813,2500,4,1
male,Bachelor,2,MORTGAGE,VENTURE,14.84,0.14,650,Yes,22,51554,7000,3,0
female,Bachelor,0,RENT,MEDICAL,13.35,0.15,645,No,21,23028,3500,3,1
male,High School,2,RENT,MEDICAL,6.99,0.05,593,Yes,22,181014,8200,3,0
female,Master,3,MORTGAGE,VENTURE,8.9,0.09,586,Yes,26,63452,6000,4,0
male,Associate,0,RENT,DEBTCONSOLIDATION,10.59,0.11,562,Yes,23,87392,10000,3,0
female,High School,4,MORTGAGE,EDUCATION,11.86,0.15,609,No,26,97399,15000,3,0
female,Associate,4,MORTGAGE,MEDICAL,16.0,0.16,621,No,23,91040,15000,2,1
male,Doctorate,3,RENT,DEBTCONSOLIDATION,12.69,0.15,663,No,26,68340,10000,4,1
male,Bachelor,0,MORTGAGE,VENTURE,16.77,0.24,664,Yes,22,82664,20000,3,0
female,Associate,0,MORTGAGE,PERSONAL,11.01,0.13,669,No,22,91891,12000,2,0
female,Master,0,RENT,PERSONAL,12.42,0.08,488,Yes,22,45256,3600,3,0
male,Bachelor,0,OWN,EDUCATION,9.62,0.26,616,Yes,26,76928,20000,3,0
female,Master,0,RENT,PERSONAL,10.99,0.09,616,No,23,44203,4000,3,1
female,High School,3,MORTGAGE,PERSONAL,13.87,0.33,639,Yes,25,76316,25000,4,0
female,Associate,3,MORTGAGE,EDUCATION,11.49,0.24,646,Yes,24,67274,16000,4,0
male,Bachelor,0,MORTGAGE,EDUCATION,13.98,0.24,656,Yes,21,106081,25000,3,0
male,Associate,0,RENT,EDUCATION,7.49,0.12,663,No,24,59943,7000,4,1
male,Associate,0,RENT,VENTURE,7.14,0.07,676,Yes,24,65932,4500,2,0
male,Associate,1,RENT,MEDICAL,7.9,0.29,606,No,24,29814,8500,2,1
male,Bachelor,0,RENT,MEDICAL,10.62,0.18,616,Yes,21,67184,12000,2,0
male,High School,0,RENT,VENTURE,9.63,0.26,610,No,22,58303,15000,4,1
female,High School,2,MORTGAGE,HOMEIMPROVEMENT,5.42,0.11,650,No,24,61003,7000,3,0
female,Associate,1,MORTGAGE,EDUCATION,5.79,0.21,659,No,22,60901,12800,3,0
male,Associate,0,MORTGAGE,EDUCATION,12.18,0.03,627,Yes,22,60782,2000,4,0
male,Master,0,RENT,EDUCATION,11.48,0.15,557,No,22,65976,9975,4,1
male,Master,0,RENT,PERSONAL,11.01,0.09,661,No,21,67526,6000,3,0
male,Master,0,OWN,VENTURE,13.24,0.26,739,No,23,57414,15000,3,0
female,Master,0,MORTGAGE,MEDICAL,9.91,0.36,595,Yes,22,60896,22000,4,0
male,High School,0,RENT,EDUCATION,13.11,0.35,663,No,22,36852,13000,3,1
female,Bachelor,3,MORTGAGE,MEDICAL,12.69,0.07,592,Yes,24,102761,7000,4,0
male,Associate,0,MORTGAGE,PERSONAL,11.83,0.05,639,Yes,22,62947,3000,2,0
female,Bachelor,1,OWN,VENTURE,7.68,0.11,595,Yes,22,52752,6000,4,0
male,Bachelor,0,RENT,EDUCATION,7.51,0.27,694,No,23,33230,9000,2,1
male,Bachelor,0,MORTGAGE,HOMEIMPROVEMENT,18.25,0.12,583,Yes,26,187082,23000,2,0
female,Associate,6,RENT,VENTURE,7.29,0.1,550,Yes,26,51414,5000,2,0
female,Bachelor,5,RENT,VENTURE,11.01,0.09,646,No,25,56229,5000,2,1
male,Associate,5,RENT,PERSONAL,9.99,0.13,700,No,23,23727,3000,2,1
male,Master,1,RENT,MEDICAL,16.49,0.08,553,No,26,71800,6000,2,1
female,Associate,4,RENT,MEDICAL,16.29,0.11,631,No,25,35912,4000,4,1
male,Associate,2,RENT,MEDICAL,13.85,0.02,630,Yes,24,75662,1600,4,0
male,Master,3,RENT,DEBTCONSOLIDATION,11.11,0.08,686,No,23,21949,1700,3,0
female,High School,0,MORTGAGE,EDUCATION,14.26,0.19,584,Yes,24,52697,10000,4,0
female,Master,3,RENT,PERSONAL,11.12,0.02,612,Yes,22,86157,1800,4,0
male,Associate,1,RENT,DEBTCONSOLIDATION,11.01,0.11,625,No,22,55906,6200,3,1
male,High School,0,MORTGAGE,EDUCATION,10.37,0.06,550,Yes,24,44895,2500,3,0
male,Bachelor,2,MORTGAGE,VENTURE,9.88,0.09,590,Yes,21,55750,5000,4,0
female,Associate,0,MORTGAGE,DEBTCONSOLIDATION,7.49,0.21,607,Yes,23,79084,16500,4,0
male,Master,1,RENT,EDUCATION,6.92,0.29,599,No,23,37161,10625,4,1
male,Associate,0,MORTGAGE,EDUCATION,9.99,0.15,634,No,24,92794,13500,4,0
female,Associate,0,OWN,VENTURE,7.49,0.09,668,Yes,22,70178,6500,3,0
female,Master,3,RENT,VENTURE,8.0,0.12,622,Yes,23,55172,6575,3,0
female,Bachelor,1,RENT,EDUCATION,14.91,0.03,639,No,23,166609,5000,2,1
male,Associate,0,RENT,EDUCATION,11.01,0.13,651,No,22,85064,11200,2,0
male,Master,6,OWN,VENTURE,6.76,0.04,674,No,25,59681,2500,3,0
female,High School,0,RENT,VENTURE,11.49,0.13,655,No,22,70029,9100,3,0
male,Associate,2,MORTGAGE,VENTURE,7.88,0.16,617,Yes,22,82708,13000,4,0
male,Bachelor,1,MORTGAGE,PERSONAL,9.32,0.08,584,Yes,26,60947,5000,2,0
male,Master,4,RENT,HOMEIMPROVEMENT,11.01,0.19,689,No,26,133066,25000,2,0
male,Bachelor,2,MORTGAGE,EDUCATION,11.12,0.13,630,Yes,22,60878,8000,4,0
male,Associate,0,RENT,PERSONAL,12.87,0.1,588,No,22,51348,5000,3,0
female,High School,0,OWN,VENTURE,7.29,0.09,590,Yes,21,42708,4000,2,0
male,Associate,0,RENT,EDUCATION,10.59,0.07,626,No,22,31211,2050,3,0
female,Associate,0,RENT,PERSONAL,10.25,0.33,598,No,22,45123,15000,4,1
male,High School,3,MORTGAGE,EDUCATION,15.33,0.09,663,Yes,26,163171,15000,2,0
male,Master,1,MORTGAGE,EDUCATION,6.99,0.06,555,Yes,22,39714,2500,2,0
female,Bachelor,5,MORTGAGE,HOMEIMPROVEMENT,6.91,0.16,664,No,26,53682,8475,4,0
female,High School,4,RENT,EDUCATION,9.63,0.05,658,No,25,92688,5000,3,0
male,Associate,2,RENT,PERSONAL,12.73,0.2,570,Yes,22,61299,12000,4,0
female,Bachelor,3,MORTGAGE,MEDICAL,12.99,0.12,668,No,23,29582,3500,2,0
female,High School,3,MORTGAGE,HOMEIMPROVEMENT,15.96,0.13,573,Yes,26,114936,15000,3,0
female,Bachelor,3,MORTGAGE,EDUCATION,12.73,0.26,652,Yes,25,72547,18500,3,0
male,Bachelor,0,RENT,MEDICAL,14.54,0.13,629,No,23,40914,5500,2,1
male,High School,2,RENT,PERSONAL,7.9,0.26,586,No,26,57199,15000,3,1
female,Master,6,MORTGAGE,HOMEIMPROVEMENT,8.49,0.26,683,Yes,25,76714,20000,2,0
female,High School,3,RENT,PERSONAL,10.25,0.18,656,Yes,21,54868,10000,2,0
female,Bachelor,0,MORTGAGE,MEDICAL,5.42,0.04,644,No,23,157314,6000,4,0
male,High School,0,MORTGAGE,EDUCATION,7.9,0.11,598,Yes,21,169214,18000,4,0
female,Bachelor,0,RENT,PERSONAL,9.63,0.04,686,No,23,115239,5000,4,0
male,High School,0,RENT,EDUCATION,11.26,0.11,652,No,22,91119,10000,4,0
male,High School,3,RENT,PERSONAL,12.42,0.08,633,No,26,62488,5000,2,1
female,High School,1,RENT,PERSONAL,7.14,0.04,662,Yes,24,42756,1800,3,0
male,Bachelor,1,RENT,DEBTCONSOLIDATION,15.05,0.18,682,No,22,42450,7500,2,1
female,Bachelor,1,RENT,PERSONAL,20.0,0.18,592,No,24,37726,6800,4,1
male,Master,1,MORTGAGE,PERSONAL,9.63,0.12,654,Yes,21,125679,15000,4,0
male,High School,4,OWN,VENTURE,6.03,0.16,673,No,22,30996,5000,3,0
female,Bachelor,5,RENT,MEDICAL,11.91,0.1,651,Yes,26,51092,5000,2,0
male,Master,0,RENT,MEDICAL,7.14,0.14,678,Yes,23,72806,10000,2,0
male,High School,1,RENT,MEDICAL,10.2,0.08,659,Yes,22,39172,3200,4,0
female,Master,2,RENT,MEDICAL,6.92,0.07,606,Yes,22,110152,8000,4,0
male,High School,1,MORTGAGE,DEBTCONSOLIDATION,7.14,0.06,683,Yes,25,108994,6000,3,0
female,Associate,1,MORTGAGE,EDUCATION,6.76,0.13,645,No,22,71733,9500,4,0
male,Associate,2,MORTGAGE,DEBTCONSOLIDATION,11.83,0.1,627,Yes,22,127064,12800,3,0
male,High School,5,RENT,EDUCATION,11.01,0.27,658,No,25,72958,20000,4,1
male,Associate,2,MORTGAGE,HOMEIMPROVEMENT,8.0,0.03,652,Yes,26,96837,3000,3,0
female,Bachelor,0,RENT,EDUCATION,9.32,0.17,704,Yes,22,38334,6400,4,0
female,High School,3,RENT,HOMEIMPROVEMENT,11.01,0.17,491,No,24,47611,8000,2,1
female,High School,1,MORTGAGE,PERSONAL,10.37,0.07,568,Yes,22,56220,4000,2,0
female,Bachelor,0,MORTGAGE,PERSONAL,15.31,0.14,647,No,23,109327,15000,4,0
male,Associate,0,MORTGAGE,EDUCATION,11.01,0.22,581,No,22,47981,10750,4,0
female,Master,0,RENT,MEDICAL,10.99,0.2,667,No,25,49079,10000,4,0
male,Master,0,MORTGAGE,PERSONAL,11.01,0.11,628,No,26,176125,20000,2,0
male,Associate,0,RENT,PERSONAL,10.25,0.06,660,Yes,25,48821,3000,3,0
male,Bachelor,0,RENT,EDUCATION,14.59,0.28,675,No,25,54193,15000,3,1
female,Associate,2,RENT,EDUCATION,14.22,0.13,620,No,22,74600,10000,2,0
male,Bachelor,4,RENT,DEBTCONSOLIDATION,8.9,0.06,648,No,26,42818,2500,2,0
female,Bachelor,0,MORTGAGE,HOMEIMPROVEMENT,5.42,0.09,569,Yes,25,109326,10000,4,0
male,Associate,5,MORTGAGE,PERSONAL,10.62,0.14,710,Yes,26,105227,15000,4,0
female,Bachelor,0,RENT,DEBTCONSOLIDATION,13.35,0.2,656,No,22,20396,4000,2,1
male,Bachelor,2,RENT,EDUCATION,6.99,0.09,671,Yes,22,58262,5000,2,0
female,Master,2,MORTGAGE,PERSONAL,7.49,0.12,609,Yes,25,44100,5300,3,0
female,Bachelor,3,RENT,PERSONAL,6.17,0.14,624,Yes,25,69443,9500,3,0
male,Associate,0,RENT,HOMEIMPROVEMENT,11.89,0.35,668,No,24,66938,23600,4,1
female,Master,2,RENT,DEBTCONSOLIDATION,13.43,0.15,714,Yes,24,26055,4000,4,0
male,Bachelor,0,RENT,VENTURE,8.88,0.22,662,Yes,24,91137,20000,2,0
male,Master,6,RENT,PERSONAL,11.01,0.08,611,No,26,61229,4800,2,0
female,High School,2,RENT,EDUCATION,11.34,0.14,638,No,24,48989,7000,2,0
female,Bachelor,1,RENT,PERSONAL,8.94,0.28,649,No,23,36984,10300,2,1
male,High School,2,RENT,MEDICAL,7.29,0.09,640,No,24,103510,9600,3,0
male,High School,0,OWN,MEDICAL,13.61,0.16,666,Yes,21,45594,7200,2,0
female,Associate,1,RENT,VENTURE,10.99,0.14,647,No,24,35858,5000,4,0
male,Associate,1,RENT,MEDICAL,12.92,0.15,611,No,25,39255,6000,2,1
female,Bachelor,2,OWN,EDUCATION,7.88,0.14,550,Yes,22,110186,15000,3,0
female,Associate,6,MORTGAGE,PERSONAL,12.68,0.04,496,Yes,26,115592,5000,2,0
male,Associate,0,MORTGAGE,EDUCATION,10.75,0.08,578,Yes,21,35323,3000,2,0
male,Bachelor,5,MORTGAGE,VENTURE,7.51,0.07,652,Yes,25,108625,7750,3,0
female,Bachelor,1,RENT,EDUCATION,11.49,0.1,477,Yes,22,83821,8650,4,0
male,Associate,0,RENT,PERSONAL,16.45,0.21,561,Yes,25,85159,18000,3,0
female,High School,1,RENT,DEBTCONSOLIDATION,7.51,0.11,435,Yes,24,111593,12000,4,0
female,Bachelor,1,RENT,EDUCATION,11.01,0.3,672,No,24,88950,27000,2,1
male,Bachelor,4,RENT,DEBTCONSOLIDATION,6.91,0.07,661,Yes,23,73008,5000,3,0
male,High School,1,MORTGAGE,HOMEIMPROVEMENT,8.9,0.05,676,Yes,24,75910,4000,4,0
female,High School,0,MORTGAGE,MEDICAL,11.36,0.21,668,Yes,24,49221,10500,2,0
female,Bachelor,4,RENT,MEDICAL,14.96,0.04,536,No,26,46140,2000,2,1
male,Bachelor,3,RENT,VENTURE,10.91,0.28,645,No,26,42923,12000,3,1
male,Master,0,RENT,VENTURE,10.99,0.18,493,Yes,23,94832,17000,2,0
male,Associate,3,OWN,HOMEIMPROVEMENT,11.83,0.17,628,Yes,24,57268,10000,3,0
male,Bachelor,2,MORTGAGE,VENTURE,10.37,0.04,680,Yes,23,69997,2500,4,0
female,Master,3,RENT,DEBTCONSOLIDATION,10.75,0.06,588,Yes,23,83862,4800,2,0
male,Associate,2,MORTGAGE,HOMEIMPROVEMENT,14.96,0.17,613,No,26,115235,20000,4,0
male,Bachelor,0,MORTGAGE,DEBTCONSOLIDATION,7.88,0.14,683,No,24,110564,15000,2,0
male,High School,0,RENT,EDUCATION,13.92,0.04,618,Yes,21,36822,1500,3,0
female,Associate,2,MORTGAGE,EDUCATION,15.96,0.05,613,Yes,24,117185,6400,3,0
female,Bachelor,0,MORTGAGE,EDUCATION,7.9,0.19,624,Yes,22,82591,16000,3,0
male,Associate,1,RENT,PERSONAL,11.86,0.29,608,No,24,85123,25000,2,1
female,Associate,0,OWN,EDUCATION,6.39,0.09,628,Yes,22,55158,4750,4,0
male,Associate,0,MORTGAGE,PERSONAL,13.57,0.11,676,Yes,23,51604,5750,2,0
male,High School,1,MORTGAGE,PERSONAL,9.99,0.16,505,Yes,25,91068,15000,2,0
male,High School,4,MORTGAGE,EDUCATION,10.38,0.22,634,Yes,25,62701,13800,4,0
male,High School,2,MORTGAGE,MEDICAL,11.89,0.11,624,Yes,24,84887,8950,2,0
female,Associate,1,MORTGAGE,MEDICAL,7.49,0.09,713,No,25,59543,5600,3,0
female,Master,0,MORTGAGE,EDUCATION,7.51,0.08,663,No,22,94833,7750,4,0
female,Associate,3,MORTGAGE,EDUCATION,11.99,0.23,705,No,23,101803,23000,2,0
male,Associate,2,RENT,PERSONAL,11.01,0.2,534,No,23,29732,6000,3,0
male,High School,5,RENT,PERSONAL,16.49,0.16,651,No,26,91772,15000,2,0
male,High School,3,RENT,VENTURE,17.19,0.14,597,No,25,36954,5200,2,1
female,Associate,0,MORTGAGE,PERSONAL,13.85,0.12,576,Yes,22,121032,15000,3,0
female,Bachelor,1,RENT,DEBTCONSOLIDATION,11.01,0.21,658,Yes,24,47400,10000,3,0
male,Master,1,MORTGAGE,PERSONAL,5.99,0.03,600,No,23,96944,3000,3,0
male,Master,1,RENT,EDUCATION,11.01,0.03,586,Yes,24,42955,1500,3,0
female,Associate,1,RENT,VENTURE,12.53,0.18,631,No,23,30343,5550,4,0
male,High School,4,RENT,MEDICAL,11.49,0.08,652,Yes,24,95528,8000,4,0
female,Bachelor,0,RENT,EDUCATION,13.85,0.19,665,No,22,105140,20000,4,0
male,Bachelor,0,MORTGAGE,MEDICAL,7.88,0.12,632,Yes,23,48335,6000,2,0
male,Master,1,MORTGAGE,DEBTCONSOLIDATION,10.65,0.33,704,Yes,24,64176,21000,3,0
male,Associate,0,RENT,EDUCATION,7.66,0.4,598,No,22,46593,18500,2,1
male,High School,7,RENT,DEBTCONSOLIDATION,10.75,0.01,603,Yes,26,77950,1000,2,0
female,High School,0,RENT,PERSONAL,13.06,0.17,683,Yes,23,33720,5800,3,0
female,Associate,5,RENT,DEBTCONSOLIDATION,12.21,0.32,640,No,24,62783,20000,4,1
male,High School,0,MORTGAGE,DEBTCONSOLIDATION,6.03,0.07,549,No,25,72094,5000,3,1
male,High School,2,RENT,VENTURE,10.62,0.25,522,No,24,28206,7000,2,1
male,Bachelor,0,RENT,HOMEIMPROVEMENT,12.99,0.08,705,Yes,24,113782,9600,2,0
male,High School,2,MORTGAGE,MEDICAL,9.88,0.08,614,No,25,59997,5000,2,1
male,Bachelor,0,MORTGAGE,DEBTCONSOLIDATION,11.01,0.09,660,No,22,71741,6400,4,0
female,High School,1,MORTGAGE,DEBTCONSOLIDATION,6.17,0.12,657,No,23,121228,14000,4,0
male,Master,0,RENT,VENTURE,12.61,0.39,561,No,21,38841,15000,2,1
male,Associate,0,MORTGAGE,VENTURE,9.99,0.06,678,No,20,78989,4800,4,0
female,High School,2,MORTGAGE,VENTURE,7.66,0.05,677,No,23,94674,4600,3,0
male,Bachelor,2,MORTGAGE,EDUCATION,11.26,0.14,492,Yes,23,72776,10000,3,0
male,High School,0,RENT,MEDICAL,11.71,0.07,673,No,21,26833,2000,4,1
female,High School,3,MORTGAGE,MEDICAL,6.91,0.07,642,No,26,106714,8000,3,0
male,High School,2,RENT,PERSONAL,8.59,0.05,678,No,26,70486,3500,3,0
female,Associate,3,MORTGAGE,EDUCATION,7.51,0.04,687,No,26,141210,6000,3,0
male,Bachelor,2,OWN,EDUCATION,5.79,0.12,688,Yes,23,57333,7000,3,0
male,Bachelor,0,RENT,MEDICAL,12.23,0.05,701,No,23,64598,3500,4,0
male,Associate,2,RENT,PERSONAL,12.69,0.08,649,No,22,48647,4000,4,0
male,Bachelor,0,RENT,MEDICAL,11.12,0.24,678,No,24,62107,15000,2,0
male,Bachelor,0,OWN,VENTURE,11.01,0.29,640,No,22,16301,4750,2,1
female,High School,1,RENT,VENTURE,14.61,0.04,526,Yes,25,151152,6500,3,0
female,High School,0,RENT,VENTURE,10.71,0.11,667,No,26,92579,10000,3,0
female,Master,6,MORTGAGE,PERSONAL,13.99,0.17,564,Yes,26,154497,26000,2,0
male,High School,0,RENT,EDUCATION,14.11,0.1,584,No,24,49187,5000,2,1
female,High School,0,OWN,VENTURE,5.42,0.1,637,No,23,62492,6000,2,0
male,Associate,1,RENT,VENTURE,11.11,0.12,486,Yes,25,49139,5925,3,0
male,Associate,4,MORTGAGE,DEBTCONSOLIDATION,7.51,0.06,651,Yes,26,78775,5000,2,0
female,High School,2,RENT,MEDICAL,6.62,0.04,517,Yes,22,49681,2000,2,0
female,High School,0,RENT,EDUCATION,7.14,0.2,590,Yes,22,48907,10000,3,0
male,Bachelor,4,RENT,HOMEIMPROVEMENT,14.84,0.28,684,No,25,71756,20000,4,1
male,Bachelor,2,MORTGAGE,HOMEIMPROVEMENT,7.49,0.07,539,No,24,87564,6000,2,0
female,Bachelor,0,RENT,MEDICAL,12.21,0.07,607,Yes,26,55067,4000,2,0
female,Bachelor,1,MORTGAGE,PERSONAL,11.36,0.12,560,Yes,22,200707,23450,2,0
female,Associate,5,MORTGAGE,VENTURE,7.88,0.12,699,No,25,97324,12000,3,0
female,Bachelor,2,RENT,PERSONAL,11.01,0.07,639,Yes,24,88883,6500,2,0
male,Bachelor,0,OWN,PERSONAL,6.91,0.02,619,No,22,66994,1275,4,0
male,Bachelor,4,RENT,MEDICAL,7.29,0.02,660,No,25,40990,1000,4,0
female,Bachelor,1,RENT,VENTURE,5.79,0.14,681,No,21,50302,7000,2,0
male,Associate,1,MORTGAGE,DEBTCONSOLIDATION,9.88,0.06,546,Yes,26,102833,6000,2,0
male,Associate,1,RENT,EDUCATION,10.25,0.11,644,No,23,73254,8000,3,0
female,Bachelor,5,OWN,VENTURE,12.18,0.1,623,Yes,25,241057,24000,2,0
male,Bachelor,0,RENT,EDUCATION,7.51,0.08,622,Yes,22,30922,2500,4,0
male,Associate,6,MORTGAGE,DEBTCONSOLIDATION,5.42,0.05,558,Yes,26,70011,3500,4,0
male,High School,1,RENT,EDUCATION,12.84,0.1,535,Yes,22,73682,7000,3,0
female,Master,3,RENT,HOMEIMPROVEMENT,13.49,0.03,670,Yes,24,75276,2000,3,0
female,Master,0,RENT,DEBTCONSOLIDATION,13.06,0.18,667,No,24,87719,16000,4,0
male,Associate,0,MORTGAGE,VENTURE,12.99,0.29,598,Yes,22,51496,14750,3,0
male,High School,0,RENT,VENTURE,10.65,0.08,630,No,22,120750,10000,2,0
female,Associate,0,RENT,EDUCATION,12.42,0.22,668,Yes,22,90843,19600,4,0
male,Associate,1,MORTGAGE,DEBTCONSOLIDATION,11.01,0.1,644,No,23,90766,9500,3,0
male,High School,4,MORTGAGE,MEDICAL,13.22,0.31,481,No,25,44253,13750,3,1
female,Associate,1,RENT,EDUCATION,15.28,0.12,662,Yes,24,44013,5300,3,0
male,Associate,3,OWN,VENTURE,7.49,0.12,647,No,24,96780,12000,3,0
male,Bachelor,4,MORTGAGE,VENTURE,8.32,0.1,611,Yes,25,60973,6400,4,0
male,High School,3,RENT,MEDICAL,11.01,0.2,586,Yes,24,49144,10000,2,0
male,Associate,2,RENT,EDUCATION,12.69,0.14,629,No,24,36883,5000,2,1
male,Associate,0,RENT,EDUCATION,16.29,0.15,646,No,23,20393,3000,2,1
male,High School,3,RENT,EDUCATION,12.69,0.06,674,Yes,23,57979,3500,2,0
female,Bachelor,6,RENT,MEDICAL,10.65,0.07,553,Yes,26,97492,7000,2,0
female,Bachelor,0,MORTGAGE,DEBTCONSOLIDATION,11.01,0.1,634,No,23,92495,9000,3,1
female,Master,1,RENT,EDUCATION,13.57,0.1,677,No,23,121150,12000,2,0
female,High School,0,RENT,DEBTCONSOLIDATION,12.87,0.07,642,Yes,21,22427,1500,4,0
male,High School,2,RENT,VENTURE,11.99,0.12,649,No,23,40182,4800,3,0
male,Master,2,RENT,EDUCATION,9.83,0.1,633,No,26,77564,7500,4,0
male,Bachelor,0,RENT,PERSONAL,11.49,0.11,525,Yes,24,41566,4450,4,0
male,High School,1,MORTGAGE,EDUCATION,11.01,0.15,618,Yes,24,57419,8500,4,0
female,Bachelor,0,MORTGAGE,DEBTCONSOLIDATION,8.94,0.09,640,No,24,133045,12000,2,0
male,Associate,0,RENT,VENTURE,11.01,0.18,662,Yes,23,44309,8000,2,0
male,Bachelor,6,MORTGAGE,DEBTCONSOLIDATION,19.13,0.15,628,No,24,164322,25000,3,1
